wiki,title,length,unit,over_threshold
en.wikipedia.org,Yuxarı Qaragüvəndli,16,words,False
en.wikipedia.org,2018 Speedway European Championship,90,words,False
en.wikipedia.org,2021–22 Chattanooga Mocs men's basketball team,117,words,False
en.wikipedia.org,Abdushukurboy Madrasa,18,words,False
en.wikipedia.org,Enahemo Artaud,40,words,False
en.wikipedia.org,F. William Summers,43,words,False
en.wikipedia.org,Gloria González,20,words,False
en.wikipedia.org,Jamel Akbar,83,words,False
en.wikipedia.org,John Hurford,304,words,True
en.wikipedia.org,Laura Royo,23,words,False
en.wikipedia.org,New Brunswick System Operator,79,words,False
en.wikipedia.org,Prague Radio Symphony Orchestra,59,words,False
en.wikipedia.org,Pratesh Shirodkar,21,words,False
en.wikipedia.org,Raymond Burke,49,words,False
en.wikipedia.org,"Sprague, Wisconsin",85,words,False
en.wikipedia.org,Sugpon,36,words,False
en.wikipedia.org,Tea Party (song),81,words,False
en.wikipedia.org,Thomas D. Mangelsen,153,words,False
en.wikipedia.org,Tsugio Ito,29,words,False
en.wikipedia.org,Yandyganovo,30,words,False
en.wikipedia.org,Yeongdeungpo-dong,13,words,False
en.wikipedia.org,15th Infantry Division (Greece),104,words,False
en.wikipedia.org,"2,4,5-Trihydroxycinnamic acid",20,words,False
en.wikipedia.org,Beverly Marsh,113,words,False
en.wikipedia.org,Henry Crosby Emery,17,words,False
en.wikipedia.org,Heyo language,33,words,False
en.wikipedia.org,Kjerulf Glacier,65,words,False
en.wikipedia.org,La Petite-Verrière,24,words,False
en.wikipedia.org,List of suffragette bombings,39,words,False
en.wikipedia.org,Logical Progression,95,words,False
en.wikipedia.org,Maeve Óg O'Leary,39,words,False
en.wikipedia.org,Peugeot Type 36,103,words,False
en.wikipedia.org,Priya Rajasethupathy,20,words,False
en.wikipedia.org,Puskwaskau River,77,words,False
en.wikipedia.org,Railways and Transport Safety Act 2003,19,words,False
en.wikipedia.org,The Radio Marriage,26,words,False
en.wikipedia.org,Timeline of Nepalese history,54,words,False
en.wikipedia.org,Umran Javed,249,words,False
en.wikipedia.org,Vladimir García,43,words,False
en.wikipedia.org,Volunteer Fire Assistance,38,words,False
en.wikipedia.org,Wally O'Connor,126,words,False
en.wikipedia.org,1st Wisconsin Infantry Regiment (1898),45,words,False
en.wikipedia.org,Alex Poots,109,words,False
en.wikipedia.org,Alexei Bueno,17,words,False
en.wikipedia.org,Arsène Copa,17,words,False
en.wikipedia.org,Bill Bufalino,39,words,False
en.wikipedia.org,Brookwood railway station,25,words,False
en.wikipedia.org,Duncan Tucker,79,words,False
en.wikipedia.org,Fergus Kerr,43,words,False
en.wikipedia.org,Goldmann Applanation Tonometer,27,words,False
en.wikipedia.org,HCHS,4,words,False
en.wikipedia.org,John Bacon (Massachusetts politician),308,words,True
en.wikipedia.org,John McClamrock,39,words,False
en.wikipedia.org,Klein Rönnau,267,words,False
en.wikipedia.org,List of Family Guy guest stars,250,words,False
en.wikipedia.org,List of U.S. state legislatures,149,words,False
en.wikipedia.org,Natural region,88,words,False
en.wikipedia.org,Political ineligibility of Jair Bolsonaro,116,words,False
en.wikipedia.org,Science Teaching Hub,12,words,False
en.wikipedia.org,The Easy Way Out,118,words,False
en.wikipedia.org,Érick Plúas,26,words,False
en.wikipedia.org,1938–39 Washington Huskies men's basketball team,124,words,False
en.wikipedia.org,2008 in Portuguese television,11,words,False
en.wikipedia.org,A10 autoroute,176,words,False
en.wikipedia.org,All India Indira Congress (Secular),42,words,False
en.wikipedia.org,Antonio Bonfatti,35,words,False
en.wikipedia.org,C.D. Feirense,67,words,False
en.wikipedia.org,CNA C.II,21,words,False
en.wikipedia.org,Camanaú River,33,words,False
en.wikipedia.org,Chrysoprasis bicolor,19,words,False
en.wikipedia.org,Feature model,141,words,False
en.wikipedia.org,Haryono Suyono,56,words,False
en.wikipedia.org,Jérôme Nday Kanyangu Lukundwe,47,words,False
en.wikipedia.org,Mamuka Khazaradze,67,words,False
en.wikipedia.org,Raszczyce,16,words,False
en.wikipedia.org,Rhyme (disambiguation),57,words,False
en.wikipedia.org,Ryan Stewart,70,words,False
en.wikipedia.org,Seven Slaps,93,words,False
en.wikipedia.org,The budgetary rule,146,words,False
en.wikipedia.org,Vriserë,27,words,False
en.wikipedia.org,Worgu Boms,20,words,False
es.wikipedia.org,Akanda FC,26,words,False
es.wikipedia.org,Albano Pereira,35,words,False
es.wikipedia.org,Alejandro Martínez Sánchez,31,words,False
es.wikipedia.org,Casa de los Morlanes,256,words,False
es.wikipedia.org,Clelea microphaea,18,words,False
es.wikipedia.org,Ektomorf,9,words,False
es.wikipedia.org,Estación de Palais Royal - Musée du Louvre,52,words,False
es.wikipedia.org,FSC Żuk,27,words,False
es.wikipedia.org,Francisco Luis Héctor de Carondelet,85,words,False
es.wikipedia.org,J. League Division 2 2008,127,words,False
es.wikipedia.org,Jaque mate (telenovela),130,words,False
es.wikipedia.org,Jaume Orpinell,207,words,False
es.wikipedia.org,Last KM,21,words,False
es.wikipedia.org,Leporillus apicalis,114,words,False
es.wikipedia.org,Mohnyin Thado,208,words,False
es.wikipedia.org,Ouled Slimane,54,words,False
es.wikipedia.org,Pandemia de COVID-19 en Islandia,110,words,False
es.wikipedia.org,Parque natural Kalbario-Patapat,118,words,False
es.wikipedia.org,Roger Machin,19,words,False
es.wikipedia.org,Superclásico del fútbol peruano,407,words,True
es.wikipedia.org,ATP Finals 2018,191,words,False
es.wikipedia.org,Agnes Keyser,147,words,False
es.wikipedia.org,Agrilus gyleki,20,words,False
es.wikipedia.org,Ara guadeloupensis,304,words,True
es.wikipedia.org,Arquidiócesis de Kingston,16,words,False
es.wikipedia.org,Characidium chupa,17,words,False
es.wikipedia.org,Franz Jonas,23,words,False
es.wikipedia.org,I Don't Care (canción de Ricky Martin),94,words,False
es.wikipedia.org,Jesus freak,258,words,False
es.wikipedia.org,Libertad Económica en el Mundo,55,words,False
es.wikipedia.org,Manuel de Arriaga,64,words,False
es.wikipedia.org,Marián Kelemen,30,words,False
es.wikipedia.org,Mencía de Velasco,42,words,False
es.wikipedia.org,Muhammad de Gur,381,words,True
es.wikipedia.org,Neimongosaurus yangi,43,words,False
es.wikipedia.org,Pedro Vuskovic,49,words,False
es.wikipedia.org,Plagioscion casattii,17,words,False
es.wikipedia.org,Rogelio Martínez Furé,37,words,False
es.wikipedia.org,Selección de fútbol sub-21 de Kosovo,53,words,False
es.wikipedia.org,Star Wars: Rebel Assault,162,words,False
es.wikipedia.org,Bazoges-en-Paillers,27,words,False
es.wikipedia.org,Belaria,30,words,False
es.wikipedia.org,Damned Damned Damned,60,words,False
es.wikipedia.org,Ernesto Frith,42,words,False
es.wikipedia.org,Francisco Balaguer,35,words,False
es.wikipedia.org,Georges Izambard,417,words,True
es.wikipedia.org,Guineo primera sección,43,words,False
es.wikipedia.org,Henry Patta,32,words,False
es.wikipedia.org,Julie Boulanger,23,words,False
es.wikipedia.org,Kansas City Trucking Co.,38,words,False
es.wikipedia.org,Peñón del Rosario,69,words,False
es.wikipedia.org,Pierre Gauthier,33,words,False
es.wikipedia.org,Rogelio Ramos Signes,42,words,False
es.wikipedia.org,Rugby Europe Championship 2026,30,words,False
es.wikipedia.org,SatcomBw 2,35,words,False
es.wikipedia.org,Sophie Troc,165,words,False
es.wikipedia.org,Sowerby Bridge,67,words,False
es.wikipedia.org,Valentina Savva,37,words,False
es.wikipedia.org,Vía Herculea,47,words,False
es.wikipedia.org,Yavi Chico,84,words,False
es.wikipedia.org,Beta (Rusia),60,words,False
es.wikipedia.org,Congratulations: 50 years of the Eurovision Song Contest,284,words,False
es.wikipedia.org,Cuautepec de Madero,216,words,False
es.wikipedia.org,David Pacifico,46,words,False
es.wikipedia.org,Denny Bautista,57,words,False
es.wikipedia.org,Estación de Tenabo (Tren Maya),61,words,False
es.wikipedia.org,Gabriel Cárcamo,21,words,False
es.wikipedia.org,Henri Häkkinen,59,words,False
es.wikipedia.org,Montserrat Ubach Tarrés,63,words,False
es.wikipedia.org,Municipio de Honey Creek (Misuri),44,words,False
es.wikipedia.org,"Museo Nacional de la Unidad, Ibadan",32,words,False
es.wikipedia.org,Peter Worsley,67,words,False
es.wikipedia.org,Piedratajada,35,words,False
es.wikipedia.org,Saint-Privé (Yonne),26,words,False
es.wikipedia.org,Scarve,50,words,False
es.wikipedia.org,Shilka (ciudad),45,words,False
es.wikipedia.org,Tengo una ilusión (60 Aniversario),166,words,False
es.wikipedia.org,The Moorside,67,words,False
es.wikipedia.org,Thompson (Connecticut),35,words,False
es.wikipedia.org,We're All Going to the World's Fair,87,words,False
es.wikipedia.org,Autoficción,185,words,False
es.wikipedia.org,Chorrillos (Biobío),20,words,False
es.wikipedia.org,Dolný Pial,57,words,False
es.wikipedia.org,El Vallico,22,words,False
es.wikipedia.org,Feria del Libro Antiguo y de Ocasión de Madrid,72,words,False
es.wikipedia.org,Geometría no conmutativa,149,words,False
es.wikipedia.org,Guatemala en los Juegos Bolivarianos de 2013,30,words,False
es.wikipedia.org,Hierro (manzana),41,words,False
es.wikipedia.org,José Ramón Alonso,45,words,False
es.wikipedia.org,Kozatske (Odesa),28,words,False
es.wikipedia.org,Los Pollos Hermanos,110,words,False
es.wikipedia.org,Nusrat Fateh Ali Khan,224,words,False
es.wikipedia.org,Rally de Portugal,716,words,True
es.wikipedia.org,Reynaldo Alturria,62,words,False
es.wikipedia.org,San José Alto (Aucallama),29,words,False
es.wikipedia.org,Seven Sudamericano Femenino 2013,68,words,False
es.wikipedia.org,Theodor Gomperz,19,words,False
es.wikipedia.org,Woodbranch (Texas),36,words,False
es.wikipedia.org,Yo vendo unos ojos negros,101,words,False
es.wikipedia.org,Zona de Asentamiento,131,words,False
es.wikipedia.org,Alberto Gamboa,41,words,False
es.wikipedia.org,Alfredo Ormando,161,words,False
es.wikipedia.org,Arnaud Drouet,52,words,False
es.wikipedia.org,Auzat,30,words,False
es.wikipedia.org,Canal 3,5,words,False
es.wikipedia.org,Casa Redonda,190,words,False
es.wikipedia.org,Circuito de Guecho 2012,219,words,False
es.wikipedia.org,Colita (fotógrafa),36,words,False
es.wikipedia.org,Cosas imposibles,57,words,False
es.wikipedia.org,Distrito de Brisgovia-Alta Selva Negra,123,words,False
es.wikipedia.org,Elisa y Marcela (película),92,words,False
es.wikipedia.org,Eucradinae,11,words,False
es.wikipedia.org,Fórmula de Bailey-Borwein-Plouffe,69,words,False
es.wikipedia.org,Hercules (cráter),153,words,False
es.wikipedia.org,Jason Cerbone,124,words,False
es.wikipedia.org,Margarita Maldonado Colón,9,words,False
es.wikipedia.org,Obkas,65,words,False
es.wikipedia.org,Palabra de moda,425,words,True
es.wikipedia.org,Roberto Mangabeira Unger,602,words,True
es.wikipedia.org,Servio Sulpicio Pretextato,98,words,False
es.wikipedia.org,Aguran,25,words,False
es.wikipedia.org,Braulio Páez,154,words,False
es.wikipedia.org,Castroncán,24,words,False
es.wikipedia.org,Ceren Taşçı,27,words,False
es.wikipedia.org,Circuito Unión Radio,40,words,False
es.wikipedia.org,Ernst Strathmann,36,words,False
es.wikipedia.org,Estética de uñas,21,words,False
es.wikipedia.org,Ferreira (Coristanco),25,words,False
es.wikipedia.org,Fultot,26,words,False
es.wikipedia.org,Genserico,65,words,False
es.wikipedia.org,Gonzalo Klusener,32,words,False
es.wikipedia.org,Idiostolidae,35,words,False
es.wikipedia.org,Jules Dupré,42,words,False
es.wikipedia.org,Kattanam,31,words,False
es.wikipedia.org,Malephora crocea,18,words,False
es.wikipedia.org,Mordella defectiva,11,words,False
es.wikipedia.org,Pilea effusa,15,words,False
es.wikipedia.org,The Delta Force (película),75,words,False
es.wikipedia.org,Valor biológico,172,words,False
es.wikipedia.org,Volta (California),30,words,False
es.wikipedia.org,(473039) 2015 HX76,33,words,False
es.wikipedia.org,Antennablennius variopunctatus,17,words,False
es.wikipedia.org,Blacked (estudio),75,words,False
es.wikipedia.org,Deficiencia de células T,72,words,False
es.wikipedia.org,Felipe Molina Larios contra Honduras,98,words,False
es.wikipedia.org,Fernando Figueroa,80,words,False
es.wikipedia.org,Fresa de Mahabaleshwar,65,words,False
es.wikipedia.org,Hilarographa uluana,18,words,False
es.wikipedia.org,Kentaro Wada,25,words,False
es.wikipedia.org,MOJOFLY,276,words,False
es.wikipedia.org,Marcos de Sepúlveda,20,words,False
es.wikipedia.org,Masyanya,24,words,False
es.wikipedia.org,Miguel Alonso Berrio,20,words,False
es.wikipedia.org,Más normal de lo normal,77,words,False
es.wikipedia.org,Pedro García (baloncestista),40,words,False
es.wikipedia.org,Porta Borsari,107,words,False
es.wikipedia.org,Shablýkino,65,words,False
es.wikipedia.org,TAB Batteries,123,words,False
es.wikipedia.org,Tiririca,126,words,False
es.wikipedia.org,Volkov-Yartsev VYa-23,29,words,False
es.wikipedia.org,Abayubá Ibáñez,13,words,False
es.wikipedia.org,Adair,48,words,False
es.wikipedia.org,Adonis García,56,words,False
es.wikipedia.org,Ajenabo,21,words,False
es.wikipedia.org,Cadmea,58,words,False
es.wikipedia.org,Canotaje en los XXI Juegos Centroamericanos y del Caribe,21,words,False
es.wikipedia.org,Chile en los Juegos Olímpicos de la Juventud 2014,46,words,False
es.wikipedia.org,Erik von Baer,64,words,False
es.wikipedia.org,Gunnerales,170,words,False
es.wikipedia.org,Iglesia filipina independiente,262,words,False
es.wikipedia.org,Ingo Grausam,35,words,False
es.wikipedia.org,Joaquín Ezpeleta Enrile,25,words,False
es.wikipedia.org,La Sávila,26,words,False
es.wikipedia.org,Leonardo Rocco,90,words,False
es.wikipedia.org,Leptura atrimembris,27,words,False
es.wikipedia.org,Ojo de Agua Centro,20,words,False
es.wikipedia.org,Oxyurichthys,18,words,False
es.wikipedia.org,Paulo Pires,14,words,False
es.wikipedia.org,Ronaldo Senfft,83,words,False
es.wikipedia.org,Serguéi Melgunov,56,words,False
es.wikipedia.org,Aeropuerto de Santa Elena de Uairén,140,words,False
es.wikipedia.org,Ana Shirley (personaje),60,words,False
es.wikipedia.org,Androuet du Cerceau,117,words,False
es.wikipedia.org,Ascos,216,words,False
es.wikipedia.org,Asesinato de Hailey Owens,100,words,False
es.wikipedia.org,Bona de Pisa,38,words,False
es.wikipedia.org,Casa de Esek Hopkins,38,words,False
es.wikipedia.org,Ciudad domótica,98,words,False
es.wikipedia.org,Cristóbal Obregón,16,words,False
es.wikipedia.org,Debora Jille,55,words,False
es.wikipedia.org,Dipturus mennii,25,words,False
es.wikipedia.org,Dominic Raab,268,words,False
es.wikipedia.org,Léider Berrío,32,words,False
es.wikipedia.org,Mark Mansfield,46,words,False
es.wikipedia.org,Melanophryniscus,21,words,False
es.wikipedia.org,Sangha (Mopti),54,words,False
es.wikipedia.org,Shelley Fabares,76,words,False
es.wikipedia.org,Shen (Liaocheng),43,words,False
es.wikipedia.org,Sho Kamimura,34,words,False
es.wikipedia.org,Vicente Romero Fernández,66,words,False
fr.wikipedia.org,(16977) 1999 AS3,19,words,False
fr.wikipedia.org,Bagno (Basse-Silésie),20,words,False
fr.wikipedia.org,Barneville,95,words,False
fr.wikipedia.org,Bulbul écaillé,15,words,False
fr.wikipedia.org,Camille Venneman,58,words,False
fr.wikipedia.org,Christopher Telo,27,words,False
fr.wikipedia.org,Cisowa (Silésie),23,words,False
fr.wikipedia.org,Couvent des Ursulines de Lannion,12,words,False
fr.wikipedia.org,Crucea,18,words,False
fr.wikipedia.org,Davinópolis,10,words,False
fr.wikipedia.org,Eucalyptus pyriformis,26,words,False
fr.wikipedia.org,Joost,120,words,False
fr.wikipedia.org,Julien Soulier,54,words,False
fr.wikipedia.org,Louis Alexandre Péron,28,words,False
fr.wikipedia.org,O Fantasma,21,words,False
fr.wikipedia.org,RSW Liège Basket,68,words,False
fr.wikipedia.org,Rendez-vous à Mexico,32,words,False
fr.wikipedia.org,Rheingold (cheval),17,words,False
fr.wikipedia.org,SeaWiFS,52,words,False
fr.wikipedia.org,Tanguy Coulibaly,21,words,False
fr.wikipedia.org,(17259) 2000 JE1,15,words,False
fr.wikipedia.org,(17548) 1993 SX6,14,words,False
fr.wikipedia.org,Alertez les bébés ! (album),15,words,False
fr.wikipedia.org,Art in Ruins,41,words,False
fr.wikipedia.org,Collège Boréal,169,words,False
fr.wikipedia.org,Crosby (Dakota du Nord),40,words,False
fr.wikipedia.org,"Devotion (film, 1931)",12,words,False
fr.wikipedia.org,Ernest Lacan,24,words,False
fr.wikipedia.org,Eugene Ansah,24,words,False
fr.wikipedia.org,Gąsówka,20,words,False
fr.wikipedia.org,Henry Jones (philosophe),16,words,False
fr.wikipedia.org,Jeux olympiques intercalaires de 1906,98,words,False
fr.wikipedia.org,La Marche verte (film),112,words,False
fr.wikipedia.org,Lucien Gasser,35,words,False
fr.wikipedia.org,Menin-Kemmel-Menin,37,words,False
fr.wikipedia.org,Monsieur est servi,60,words,False
fr.wikipedia.org,Opus tessellatum,37,words,False
fr.wikipedia.org,Rhinocosmetus xiphias,12,words,False
fr.wikipedia.org,Silver Springs (Alaska),94,words,False
fr.wikipedia.org,Suez,4,words,False
fr.wikipedia.org,9 Aurigae,62,words,False
fr.wikipedia.org,Accès pernicieux,51,words,False
fr.wikipedia.org,André Maelbrancke,37,words,False
fr.wikipedia.org,Brok,49,words,False
fr.wikipedia.org,Championnat du monde féminin d'échecs 2008,56,words,False
fr.wikipedia.org,Chants et danses de la mort,186,words,False
fr.wikipedia.org,Château de Petit-Bourg,64,words,False
fr.wikipedia.org,Comité de bassin,105,words,False
fr.wikipedia.org,Courcelles (Charente-Maritime),27,words,False
fr.wikipedia.org,Eutelsat 133 West A,141,words,False
fr.wikipedia.org,François Gall,33,words,False
fr.wikipedia.org,Jaude,61,words,False
fr.wikipedia.org,Jean-Luc Pinol,16,words,False
fr.wikipedia.org,Le Grand Monde,132,words,False
fr.wikipedia.org,Patraus,78,words,False
fr.wikipedia.org,Radoslav Brđanin,51,words,False
fr.wikipedia.org,Saut en longueur masculin aux championnats du monde d'athlétisme 1991,123,words,False
fr.wikipedia.org,Vetlanda (commune),23,words,False
fr.wikipedia.org,Ælred de Rievaulx,97,words,False
fr.wikipedia.org,Élections européennes de 2024 en Roumanie,48,words,False
fr.wikipedia.org,61e brigade d'infanterie de marine de la Garde,68,words,False
fr.wikipedia.org,Adam Newman,30,words,False
fr.wikipedia.org,Ange-Régis Hounkpatin,8,words,False
fr.wikipedia.org,Capela (Sergipe),11,words,False
fr.wikipedia.org,Contre-offensive (film),18,words,False
fr.wikipedia.org,Coton Football Club,36,words,False
fr.wikipedia.org,Frits van Seters,31,words,False
fr.wikipedia.org,Gilbert Lauzun,31,words,False
fr.wikipedia.org,Henrik Stehlik,16,words,False
fr.wikipedia.org,Hugues II (évêque de Séez),16,words,False
fr.wikipedia.org,Kayser-Threde,73,words,False
fr.wikipedia.org,Kirton (Nottinghamshire),8,words,False
fr.wikipedia.org,Liparus glabrirostris,21,words,False
fr.wikipedia.org,Mattfeldia,22,words,False
fr.wikipedia.org,Michael Blackwood,27,words,False
fr.wikipedia.org,Nederlandse Omroep Stichting,186,words,False
fr.wikipedia.org,Serpentara,39,words,False
fr.wikipedia.org,Solinus pusillus,12,words,False
fr.wikipedia.org,Sporange,138,words,False
fr.wikipedia.org,Tominosuke Asayama,62,words,False
fr.wikipedia.org,Aznar,18,words,False
fr.wikipedia.org,Bandéla,23,words,False
fr.wikipedia.org,Bataille de Bargaram,21,words,False
fr.wikipedia.org,Belut,28,words,False
fr.wikipedia.org,Brandon Reid,22,words,False
fr.wikipedia.org,Bunuba,29,words,False
fr.wikipedia.org,Charles-Honoré Lannuier,55,words,False
fr.wikipedia.org,Clévilliers,74,words,False
fr.wikipedia.org,Geneviève Laroche,6,words,False
fr.wikipedia.org,Le Fond de la bouteille (film),36,words,False
fr.wikipedia.org,Margarita Ortega,148,words,False
fr.wikipedia.org,Musique basque,191,words,False
fr.wikipedia.org,Mustapha Lemrani,40,words,False
fr.wikipedia.org,Pinito del Oro,43,words,False
fr.wikipedia.org,Saison 2005 de l'équipe cycliste Rabobank,10,words,False
fr.wikipedia.org,Speeton,64,words,False
fr.wikipedia.org,Sulki (Mazovie),63,words,False
fr.wikipedia.org,Time Is on My Side,70,words,False
fr.wikipedia.org,Unterseeboot 982,96,words,False
fr.wikipedia.org,"Zizinho (football, 1962)",32,words,False
fr.wikipedia.org,Adjioun,23,words,False
fr.wikipedia.org,Alcamène (Sparte),194,words,False
fr.wikipedia.org,Antoine Lacène,18,words,False
fr.wikipedia.org,Chaos on Deponia,44,words,False
fr.wikipedia.org,Crise économique vénézuélienne,117,words,False
fr.wikipedia.org,Erythrinus,28,words,False
fr.wikipedia.org,Jugend,38,words,False
fr.wikipedia.org,L'Expédition (album),10,words,False
fr.wikipedia.org,Masaru Inoue (astronome),35,words,False
fr.wikipedia.org,Money in the Bank Ladder match,154,words,False
fr.wikipedia.org,Nelsinho Rosa,48,words,False
fr.wikipedia.org,Obésité aux États-Unis,73,words,False
fr.wikipedia.org,Palomar 4,99,words,False
fr.wikipedia.org,Postulat des géodésiques,26,words,False
fr.wikipedia.org,Puerto Cortés,77,words,False
fr.wikipedia.org,Radoszewnica,42,words,False
fr.wikipedia.org,Tecmo Secret of the Stars: A Fantasy,62,words,False
fr.wikipedia.org,Vaiaku,72,words,False
fr.wikipedia.org,Équipe du Brésil de football à la Copa América 1997,134,words,False
fr.wikipedia.org,États de Corse,15,words,False
